"Program","Year","State","State.ANSI","Data.Item","Domain","Value","CV...."
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (PENOXSULAM = 119031)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (PENOXSULAM = 119031)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (PENOXSULAM = 119031)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TOTAL)","9,900",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""
"SURVEY",2023,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (TOTAL)","26",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","500",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","1,700",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","10,800",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TOTAL)","16,900",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","0.084",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","0.301",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","1.327",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","0.099",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","0.388",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","1.357",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","1.2",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","1.3",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","1",""
"SURVEY",2021,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","12",""
"SURVEY",2021,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","11",""
"SURVEY",2021,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""
"SURVEY",2021,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","20",""
"SURVEY",2021,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (TOTAL)","27",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (COPPER ETHANOLAMINE = 24409)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DIMETHENAMID = 129051)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FLUROXYPYR 1-MHE = 128968)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (KANTOR = 129108)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TOTAL)","2,600",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (COPPER ETHANOLAMINE = 24409)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DIMETHENAMID = 129051)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUROXYPYR 1-MHE = 128968)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (KANTOR = 129108)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (COPPER ETHANOLAMINE = 24409)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (DIMETHENAMID = 129051)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (FLUROXYPYR 1-MHE = 128968)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (KANTOR = 129108)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (COPPER ETHANOLAMINE = 24409)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (DIMETHENAMID = 129051)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (FLUROXYPYR 1-MHE = 128968)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE: (KANTOR = 129108)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (COPPER ETHANOLAMINE = 24409)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (DIMETHENAMID = 129051)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (FLUROXYPYR 1-MHE = 128968)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (KANTOR = 129108)"," (D)",""
"SURVEY",2021,"FLORIDA",12,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (TOTAL)","9",""
